1,1,2018-01-01
2,2,2018-01-01
2,3,2018-01-01
3,4,2018-01-01
4,5,2018-01-01
5,6,2018-01-01
5,6,2018-01-01
5,6,2018-01-01
6,7,2018-01-01
7,5,2018-01-01
7,5,2018-01-01
8,8,2018-01-01
7,5,2018-01-01
4,5,2018-01-01
9,9,2018-01-01
10,6,2018-01-01
10,6,2018-01-01
11,10,2018-01-01
12,11,2018-01-01
13,12,2018-01-01
14,12,2018-01-01
14,13,2018-01-01
15,13,2018-01-01
16,12,2018-01-01
14,12,2018-01-01
17,14,2018-01-01
18,8,2018-01-01
19,5,2018-01-01
20,15,2018-01-01
21,4,2018-01-01
21,3,2018-01-01
22,8,2018-01-01
23,5,2018-01-01
4,16,2018-01-01
24,8,2018-01-01
25,1,2018-01-01
26,1,2018-01-01
27,8,2018-01-01
21,4,2018-01-01
28,8,2018-01-01
29,7,2018-01-01
30,1,2018-01-01
31,17,2018-01-01
32,6,2018-01-01
33,18,2018-01-01
34,19,2018-01-01
7,20,2018-01-01
35,17,2018-01-01
36,8,2018-01-01
7,5,2018-01-01
7,5,2018-01-01
7,5,2018-01-01
37,8,2018-01-01
38,6,2018-01-01
39,18,2018-01-01
6,7,2018-01-01
7,5,2018-01-01
7,5,2018-01-01
40,15,2018-01-01
41,5,2018-01-01
7,5,2018-01-01
4,16,2018-01-01
7,5,2018-01-01
7,5,2018-01-01
7,3,2018-01-01
7,5,2018-01-01
42,21,2018-01-01
43,22,2018-01-01
44,8,2018-01-01
7,5,2018-01-01
7,5,2018-01-01
45,8,2018-01-01
7,5,2018-01-01
7,5,2018-01-01
46,23,2018-01-01
47,24,2018-01-01
48,25,2018-01-02
49,8,2018-01-02
49,8,2018-01-02
48,15,2018-01-02
50,8,2018-01-02
50,8,2018-01-02
48,5,2018-01-02
48,5,2018-01-02
48,26,2018-01-02
48,5,2018-01-02
48,5,2018-01-02
50,8,2018-01-02
51,12,2018-01-02
52,12,2018-01-02
21,17,2018-01-02
53,8,2018-01-02
54,8,2018-01-02
55,17,2018-01-02
55,17,2018-01-02
56,16,2018-01-02
57,17,2018-01-02
58,19,2018-01-02
15,8,2018-01-02
15,8,2018-01-02
31,17,2018-01-02
59,8,2018-01-02
60,16,2018-01-02
60,6,2018-01-02
61,8,2018-01-02
62,12,2018-01-02
52,12,2018-01-02
4,27,2018-01-02
63,17,2018-01-02
64,1,2018-01-02
65,17,2018-01-02
66,28,2018-01-02
67,17,2018-01-02
25,1,2018-01-02
58,19,2018-01-02
31,17,2018-01-02
68,12,2018-01-02
69,12,2018-01-02
70,15,2018-01-02
71,15,2018-01-02
