1,1,2014-01-01,1
1,2,2014-01-01,1
1,3,2014-01-01,1
2,4,2014-01-01,1
3,5,2014-01-01,1
4,4,2014-01-01,1
1,6,2014-01-01,1
1,6,2014-01-01,1
1,6,2014-01-01,1
5,7,2014-01-01,1
1,8,2014-01-01,1
6,9,2014-01-01,1
7,10,2014-01-01,1
8,11,2014-01-01,1
9,12,2014-01-01,1
10,13,2014-01-01,1
11,14,2014-01-01,1
11,14,2014-01-01,1
11,15,2014-01-01,1
12,16,2014-01-01,1
13,17,2014-01-01,1
12,16,2014-01-01,1
14,18,2014-01-01,1
15,19,2014-01-01,1
16,18,2014-01-01,1
10,14,2014-01-01,1
17,20,2014-01-01,1
18,21,2014-01-01,1
19,22,2014-01-01,1
20,23,2014-01-01,1
20,24,2014-01-01,1
21,25,2014-01-01,1
22,26,2014-01-01,1
23,27,2014-01-01,1
20,28,2014-01-01,1
9,12,2014-01-01,1
24,29,2014-01-01,1
24,29,2014-01-01,1
1,6,2014-01-01,1
25,30,2014-01-01,1
26,31,2014-01-01,1
27,32,2014-01-01,1
20,24,2014-01-01,1
28,33,2014-01-01,1
29,34,2014-01-01,1
30,35,2014-01-01,1
29,34,2014-01-01,1
31,36,2014-01-01,1
32,37,2014-01-01,1
33,8,2014-01-01,1
34,8,2014-01-01,1
9,12,2014-01-01,1
33,8,2014-01-01,1
34,8,2014-01-01,1
35,38,2014-01-01,1
1,6,2014-01-01,1
1,8,2014-01-01,1
36,8,2014-01-01,1
37,39,2014-01-01,1
37,40,2014-01-01,1
38,41,2014-01-01,1
39,42,2014-01-01,1
40,43,2014-01-01,1
41,44,2014-01-01,1
1,1,2014-01-01,1
1,3,2014-01-01,1
39,45,2014-01-01,1
39,42,2014-01-01,1
42,46,2014-01-01,1
43,42,2014-01-01,1
44,46,2014-01-01,1
45,47,2014-01-01,1
46,48,2014-01-01,1
47,3,2014-01-02,1
1,8,2014-01-02,1
48,49,2014-01-02,1
49,50,2014-01-02,1
50,51,2014-01-02,1
51,52,2014-01-02,1
52,27,2014-01-02,1
53,53,2014-01-02,1
53,53,2014-01-02,1
54,54,2014-01-02,1
55,55,2014-01-02,1
56,56,2014-01-02,1
57,57,2014-01-02,1
58,57,2014-01-02,1
59,58,2014-01-02,1
60,59,2014-01-02,1
60,59,2014-01-02,1
61,60,2014-01-02,1
62,61,2014-01-02,1
63,62,2014-01-02,1
60,58,2014-01-02,1
38,63,2014-01-02,1
64,64,2014-01-02,1
65,63,2014-01-02,1
66,65,2014-01-02,1
66,66,2014-01-02,1
67,27,2014-01-02,1
39,67,2014-01-02,1
39,42,2014-01-02,1
39,42,2014-01-02,1
68,48,2014-01-02,1
69,48,2014-01-02,1
69,68,2014-01-02,1
70,69,2014-01-02,1
71,35,2014-01-02,1
72,70,2014-01-02,1
73,71,2014-01-02,1
74,72,2014-01-02,1
75,73,2014-01-02,1
1,1,2014-01-02,1
76,73,2014-01-02,1
76,73,2014-01-02,1
77,74,2014-01-02,1
78,75,2014-01-02,1
79,76,2014-01-02,1
80,76,2014-01-02,1
79,76,2014-01-02,1
81,27,2014-01-02,1
82,46,2014-01-02,1
38,63,2014-01-02,1
64,64,2014-01-02,1
65,63,2014-01-02,1
83,28,2014-01-02,1
84,77,2014-01-02,1
85,78,2014-01-02,1
86,79,2014-01-02,1
87,80,2014-01-02,1
88,81,2014-01-02,1
89,82,2014-01-02,1
90,83,2014-01-02,1
91,73,2014-01-02,1
89,73,2014-01-02,1
92,84,2014-01-02,1
93,85,2014-01-02,1
94,86,2014-01-02,1
95,73,2014-01-02,1
96,12,2014-01-02,1
79,87,2014-01-02,1
1,8,2014-01-02,1
94,73,2014-01-02,1
94,86,2014-01-02,1
97,73,2014-01-02,1
97,73,2014-01-02,1
98,86,2014-01-02,1
94,86,2014-01-02,1
94,73,2014-01-02,1
60,59,2014-01-02,1
61,14,2014-01-02,1
99,88,2014-01-02,1
93,85,2014-01-02,1
45,89,2014-01-02,1
100,46,2014-01-02,1
101,90,2014-01-02,1
96,12,2014-01-02,1
102,91,2014-01-02,1
21,92,2014-01-02,1
21,18,2014-01-02,1
103,93,2014-01-02,1
104,94,2014-01-02,1
105,95,2014-01-02,1
35,38,2014-01-02,1
106,96,2014-01-02,1
39,42,2014-01-02,1
39,42,2014-01-02,1
107,42,2014-01-02,1
107,42,2014-01-02,1
39,42,2014-01-02,1
39,42,2014-01-02,1
108,42,2014-01-02,1
108,42,2014-01-02,1
39,97,2014-01-02,1
39,42,2014-01-02,1
39,42,2014-01-02,1
45,42,2014-01-02,1
38,46,2014-01-02,1
38,46,2014-01-02,1
39,42,2014-01-02,1
39,45,2014-01-02,1
39,98,2014-01-02,1
109,63,2014-01-02,1
109,99,2014-01-02,1
45,42,2014-01-02,1
39,45,2014-01-02,1
39,42,2014-01-02,1
110,51,2014-01-02,1
111,100,2014-01-02,1
111,100,2014-01-02,1
112,101,2014-01-02,1
113,50,2014-01-02,1
114,102,2014-01-02,1
102,103,2014-01-03,1
115,27,2014-01-03,1
116,39,2014-01-03,1
116,40,2014-01-03,1
117,39,2014-01-03,1
118,104,2014-01-03,1
1,3,2014-01-03,1
1,105,2014-01-03,1
119,106,2014-01-03,1
119,106,2014-01-03,1
120,107,2014-01-03,1
121,108,2014-01-03,1
121,109,2014-01-03,1
122,110,2014-01-03,1
123,111,2014-01-03,1
124,112,2014-01-03,1
125,113,2014-01-03,1
125,114,2014-01-03,1
126,115,2014-01-03,1
127,87,2014-01-03,1
128,116,2014-01-03,1
129,117,2014-01-03,1
130,118,2014-01-03,1
130,119,2014-01-03,1
15,92,2014-01-03,1
131,120,2014-01-03,1
131,121,2014-01-03,1
132,122,2014-01-03,1
133,123,2014-01-03,1
134,124,2014-01-03,1
135,98,2014-01-03,1
21,116,2014-01-03,1
136,27,2014-01-03,1
60,92,2014-01-03,1
60,125,2014-01-03,1
64,126,2014-01-03,1
137,127,2014-01-03,1
138,128,2014-01-03,1
139,129,2014-01-03,1
140,130,2014-01-03,1
133,131,2014-01-03,1
134,124,2014-01-03,1
135,98,2014-01-03,1
141,132,2014-01-03,1
141,132,2014-01-03,1
142,133,2014-01-03,1
143,134,2014-01-03,1
144,134,2014-01-03,1
145,40,2014-01-03,1
146,40,2014-01-03,1
90,135,2014-01-03,1
147,82,2014-01-03,1
90,40,2014-01-03,1
97,73,2014-01-03,1
97,39,2014-01-03,1
148,136,2014-01-03,1
149,137,2014-01-03,1
98,138,2014-01-03,1
94,139,2014-01-03,1
98,140,2014-01-03,1
94,140,2014-01-03,1
91,39,2014-01-03,1
91,39,2014-01-03,1
147,39,2014-01-03,1
150,141,2014-01-03,1
151,112,2014-01-03,1
55,55,2014-01-03,1
152,142,2014-01-03,1
153,143,2014-01-03,1
